TA, Crossing, Gate number, Time
Khushdev Pandit, EXIT, 1, 05:24:21
Rishika Jain, EXIT, 1, 05:24:31
Khushdev Pandit, ENTER, 1, 05:25:07
Thanmayee Matha, EXIT, 3, 05:25:13
Khushdev Pandit, EXIT, 1, 05:25:14
Khushdev Pandit, ENTER, 5, 05:25:18
Khushdev Pandit, EXIT, 1, 05:25:30
Aryan Chaudhary, EXIT, 5, 05:25:32
Khushdev Pandit, ENTER, 1, 05:25:45
Shashank Dargar, EXIT, 3, 05:25:49
Khushdev Pandit, EXIT, 3, 05:26:00
Yuvraj Singh, ENTER, 3, 05:26:00
Khushdev Pandit, ENTER, 5, 05:26:19
Shraman Jain, ENTER, 1, 05:27:33
Shashank Dargar, ENTER, 1, 05:27:35
Khushdev Pandit, EXIT, 5, 05:27:47
Gayam Shivakanth Reddy, ENTER, 3, 05:27:50
Khushdev Pandit, ENTER, 1, 05:27:55
Khushdev Pandit, EXIT, 5, 05:27:58
Smiti Singhal, EXIT, 1, 05:28:01
Thakkar Divyakumar Rameshbhai, ENTER, 1, 05:28:01
Khushdev Pandit, ENTER, 1, 05:28:17
Aditya Raj Singh, EXIT, 3, 05:28:21
Swati Jha, EXIT, 1, 05:28:39
Karan Baboota, ENTER, 5, 05:28:39
Dhruv Mishra, ENTER, 1, 05:29:02
Sushil Kumar, EXIT, 1, 05:29:03
Anuj Yadav, EXIT, 1, 05:29:21
Rohan Dhar, ENTER, 3, 05:29:35
Ankita Mahato, ENTER, 1, 05:29:45
Khushdev Pandit, EXIT, 1, 05:30:03
Ayush Srivastava, EXIT, 5, 05:30:18
Manas, EXIT, 3, 05:30:42
Khushdev Pandit, ENTER, 1, 05:30:53
Swati Jha, ENTER, 5, 05:31:06
Rohan Dhar, EXIT, 5, 05:31:14
Khushdev Pandit, EXIT, 5, 05:31:32
Khushdev Pandit, ENTER, 1, 05:31:48
Khushdev Pandit, EXIT, 5, 05:31:48
Thakkar Divyakumar Rameshbhai, EXIT, 5, 05:32:01
Khushdev Pandit, ENTER, 3, 05:32:06
Khushdev Pandit, EXIT, 5, 05:32:22
Smiti Singhal, ENTER, 3, 05:32:30
Khushdev Pandit, ENTER, 1, 05:32:45
Manas, ENTER, 1, 05:33:09
Swatantra kumar nigam, ENTER, 5, 05:33:11
Yuvraj Singh, EXIT, 5, 05:33:13
Khushdev Pandit, EXIT, 1, 05:33:42
Yuvraj Singh, ENTER, 3, 05:33:45
Aryan Chaudhary, ENTER, 1, 05:33:50
Khushdev Pandit, ENTER, 5, 05:33:54
Ankita Mahato, EXIT, 3, 05:33:56
Anuj Yadav, ENTER, 5, 05:33:58
Khushdev Pandit, EXIT, 3, 05:34:16
Aditya Raj Singh, ENTER, 1, 05:34:19
Snehal, EXIT, 3, 05:34:22
Yuvraj Singh, EXIT, 5, 05:34:29
Shashank Dargar, EXIT, 5, 05:34:33
Sahil Goyal, EXIT, 1, 05:34:56
Swatantra kumar nigam, EXIT, 1, 05:35:10
Thanmayee Matha, ENTER, 3, 05:35:15
Smiti Singhal, EXIT, 5, 05:35:17
Aryan Chaudhary, EXIT, 3, 05:35:23
Shashank Dargar, ENTER, 5, 05:35:31
Khushdev Pandit, ENTER, 5, 05:35:43
Khushdev Pandit, EXIT, 3, 05:35:52
Dhruv Mishra, EXIT, 3, 05:35:56
Shraman Jain, EXIT, 5, 05:36:00
Mohammed Kaif, EXIT, 3, 05:36:39
Khushdev Pandit, ENTER, 3, 05:36:42
Ankita Mahato, ENTER, 1, 05:36:45
Khushdev Pandit, EXIT, 1, 05:36:45
Khushdev Pandit, ENTER, 3, 05:36:53
Vibhor Agarwal, ENTER, 5, 05:36:57
Ujjwal Garg, EXIT, 5, 05:37:02
Khushdev Pandit, EXIT, 3, 05:37:08
Ayush Srivastava, ENTER, 5, 05:37:12
Bharat Goyal, EXIT, 1, 05:37:12
Khushdev Pandit, ENTER, 5, 05:37:14
Swaib Ilias Mazumder, ENTER, 3, 05:37:28
Khushdev Pandit, EXIT, 3, 05:37:29
Rohan Dhar, ENTER, 5, 05:37:30
Khushdev Pandit, ENTER, 1, 05:37:32
Kartik Gupta, ENTER, 1, 05:37:33
Sahil Goyal, ENTER, 3, 05:37:35
Aryan Chaudhary, ENTER, 1, 05:37:38
Khushdev Pandit, EXIT, 3, 05:37:48
Thakkar Divyakumar Rameshbhai, ENTER, 3, 05:38:34
Yuvraj Singh, ENTER, 3, 05:38:36
Khushdev Pandit, ENTER, 5, 05:38:47
Manas, EXIT, 5, 05:38:50
Vamshi Krishna Vannekala, EXIT, 3, 05:38:51
Bhavya Jain, ENTER, 1, 05:38:53
Shambhavi Sharma, ENTER, 3, 05:39:01
Swaib Ilias Mazumder, EXIT, 5, 05:39:03
Anuj Yadav, EXIT, 5, 05:39:12
Khushdev Pandit, EXIT, 3, 05:39:25
Khushdev Pandit, ENTER, 5, 05:39:30
Khushdev Pandit, EXIT, 3, 05:39:36
Khushdev Pandit, ENTER, 1, 05:39:39
Swati Jha, EXIT, 1, 05:39:43
Khushdev Pandit, EXIT, 3, 05:39:54
Rohan Dhar, EXIT, 3, 05:40:43
Karan Baboota, EXIT, 5, 05:40:44
Khushdev Pandit, ENTER, 5, 05:40:46
Shraman Jain, ENTER, 3, 05:40:53
Rishabh Oberoi, ENTER, 1, 05:40:56
Khushdev Pandit, EXIT, 5, 05:40:59
Aditya Raj Singh, EXIT, 1, 05:41:39
Khushdev Pandit, ENTER, 5, 05:41:41
Khushdev Pandit, EXIT, 5, 05:41:59
Sahil Goyal, EXIT, 5, 05:42:04
Rishabh Oberoi, EXIT, 5, 05:42:10
Thakkar Divyakumar Rameshbhai, EXIT, 5, 05:42:11
Sumit Kumar, ENTER, 3, 05:42:14
Rishika Jain, ENTER, 3, 05:42:18
Ayush Srivastava, EXIT, 1, 05:42:18
Param Shah, EXIT, 5, 05:42:23
Kartik Gupta, EXIT, 5, 05:42:24
Bhavya Jain, EXIT, 1, 05:42:35
Khushdev Pandit, ENTER, 1, 05:42:36
Swaib Ilias Mazumder, ENTER, 5, 05:42:37
Smiti Singhal, ENTER, 1, 05:42:46
Ujjwal Garg, ENTER, 1, 05:43:01
Ankita Mahato, EXIT, 1, 05:43:05
Khushdev Pandit, EXIT, 1, 05:43:10
Khushdev Pandit, ENTER, 3, 05:43:12
Khushdev Pandit, EXIT, 3, 05:43:20
Khushdev Pandit, ENTER, 1, 05:43:28
Karan Baboota, ENTER, 3, 05:43:37
Khushdev Pandit, EXIT, 1, 05:43:40
Manas, ENTER, 5, 05:44:12
Sumit Kumar, EXIT, 3, 05:44:14
Khushdev Pandit, ENTER, 5, 05:44:18
Khushdev Pandit, EXIT, 1, 05:44:21
Yuvraj Singh, EXIT, 3, 05:44:36
Shraman Jain, EXIT, 3, 05:44:48
Rishika Jain, EXIT, 1, 05:45:01
Surbhi Goyal, EXIT, 5, 05:45:07
Khushdev Pandit, ENTER, 1, 05:45:08
Karan Baboota, EXIT, 3, 05:45:12
Karan Baboota, ENTER, 3, 05:45:16
Shambhavi Sharma, EXIT, 1, 05:45:18
Khushdev Pandit, EXIT, 3, 05:45:21
Gayam Shivakanth Reddy, EXIT, 1, 05:45:30
Shraman Jain, ENTER, 5, 05:45:41
Swatantra kumar nigam, ENTER, 3, 05:45:51
Vibhor Agarwal, EXIT, 3, 05:45:59
Ayush Srivastava, ENTER, 1, 05:46:03
Rishabh Oberoi, ENTER, 5, 05:46:08
Aryan Chaudhary, EXIT, 1, 05:46:35
Mohammed Kaif, ENTER, 1, 05:46:51
Ankita Mahato, ENTER, 5, 05:46:56
Khushdev Pandit, ENTER, 5, 05:46:57
Bhavya Jain, ENTER, 1, 05:47:03
Dhruv Mishra, ENTER, 3, 05:47:05
Khushdev Pandit, EXIT, 5, 05:47:08
Khushdev Pandit, ENTER, 3, 05:47:15
Khushdev Pandit, EXIT, 3, 05:47:17
Gayam Shivakanth Reddy, ENTER, 1, 05:47:19
Sumit Kumar, ENTER, 1, 05:47:47
Vibhor Agarwal, ENTER, 3, 05:47:56
Aryan Chaudhary, ENTER, 1, 05:47:56
Khushdev Pandit, ENTER, 3, 05:48:04
Khushdev Pandit, EXIT, 1, 05:48:21
Khushdev Pandit, ENTER, 1, 05:48:28
Bharat Goyal, ENTER, 5, 05:48:34
Vibhor Agarwal, EXIT, 1, 05:48:36
Khushdev Pandit, EXIT, 3, 05:48:49
Manas, EXIT, 5, 05:48:53
Khushdev Pandit, ENTER, 5, 05:49:16
Manas, ENTER, 3, 05:49:22
Sushil Kumar, ENTER, 3, 05:49:27
Khushdev Pandit, EXIT, 3, 05:49:34
Aryan Chaudhary, EXIT, 3, 05:49:42
Swati Jha, ENTER, 3, 05:50:09
Ayush Srivastava, EXIT, 1, 05:50:16
Swatantra kumar nigam, EXIT, 5, 05:50:31
Bhavya Jain, EXIT, 3, 05:50:36
Gayam Shivakanth Reddy, EXIT, 3, 05:50:48
Snehal, ENTER, 5, 05:51:14
Swati Jha, EXIT, 1, 05:51:22
Khushdev Pandit, ENTER, 5, 05:51:25
Khushdev Pandit, EXIT, 5, 05:51:28
Thanmayee Matha, EXIT, 1, 05:51:39
Ayush Srivastava, ENTER, 5, 05:51:40
Khushdev Pandit, ENTER, 3, 05:51:41
Shambhavi Sharma, ENTER, 5, 05:51:48
Khushdev Pandit, EXIT, 3, 05:51:53
Param Shah, ENTER, 3, 05:51:58
Thanmayee Matha, ENTER, 5, 05:52:08
Dhruv Mishra, EXIT, 1, 05:52:41
Khushdev Pandit, ENTER, 3, 05:52:43
Khushdev Pandit, EXIT, 1, 05:53:07
Khushdev Pandit, ENTER, 1, 05:53:28
Ankita Mahato, EXIT, 3, 05:53:29
Karan Baboota, EXIT, 3, 05:53:35
Shraman Jain, EXIT, 3, 05:53:40
Bhavya Jain, ENTER, 5, 05:53:49
Rohan Dhar, ENTER, 3, 05:53:55
Khushdev Pandit, EXIT, 3, 05:54:10
Thanmayee Matha, EXIT, 3, 05:54:24
Sahil Goyal, ENTER, 5, 05:54:27
Manas, EXIT, 5, 05:54:33
Shashank Dargar, EXIT, 5, 05:54:41
Gayam Shivakanth Reddy, ENTER, 3, 05:54:43
Vamshi Krishna Vannekala, ENTER, 5, 05:54:45
Khushdev Pandit, ENTER, 3, 05:55:03
Khushdev Pandit, EXIT, 1, 05:55:15
Khushdev Pandit, ENTER, 1, 05:55:43
Karan Baboota, ENTER, 3, 05:55:53
Karan Baboota, EXIT, 5, 05:56:04
Khushdev Pandit, EXIT, 1, 05:56:26
Sahil Goyal, EXIT, 5, 05:56:29
Swati Jha, ENTER, 1, 05:56:29
Khushdev Pandit, ENTER, 5, 05:56:49
Shashank Dargar, ENTER, 3, 05:56:50
Thakkar Divyakumar Rameshbhai, ENTER, 5, 05:57:13
Bharat Goyal, EXIT, 5, 05:57:52
Rohan Dhar, EXIT, 1, 05:57:53
Khushdev Pandit, EXIT, 5, 05:58:07
Khushdev Pandit, ENTER, 5, 05:58:08
Sushil Kumar, EXIT, 5, 05:58:10
Khushdev Pandit, EXIT, 3, 05:58:15
Rohan Dhar, ENTER, 3, 05:58:22
Thanmayee Matha, ENTER, 3, 05:58:27
Khushdev Pandit, ENTER, 3, 05:58:29
Khushdev Pandit, EXIT, 5, 05:58:49
Khushdev Pandit, ENTER, 5, 05:58:51
Khushdev Pandit, EXIT, 3, 05:58:55
Ayush Srivastava, EXIT, 5, 05:59:09
Rishika Jain, ENTER, 3, 05:59:13
Shashank Dargar, EXIT, 1, 05:59:29
Anuj Yadav, ENTER, 1, 05:59:33
Aditya Raj Singh, ENTER, 5, 06:00:23
Sumit Kumar, EXIT, 1, 06:00:44
Khushdev Pandit, ENTER, 3, 06:01:26
Manav Saini, ENTER, 1, 06:01:46
Gayam Shivakanth Reddy, EXIT, 3, 06:01:51
Bharat Goyal, ENTER, 5, 06:01:59
Khushdev Pandit, EXIT, 5, 06:02:13
Sahil Goyal, ENTER, 1, 06:02:14
Khushdev Pandit, ENTER, 5, 06:02:25
Smiti Singhal, EXIT, 1, 06:02:30
Gayam Shivakanth Reddy, ENTER, 1, 06:02:50
Khushdev Pandit, EXIT, 3, 06:02:57
Thakkar Divyakumar Rameshbhai, EXIT, 1, 06:03:02
Bharat Goyal, EXIT, 1, 06:03:05
Khushdev Pandit, ENTER, 5, 06:03:10
Manas, ENTER, 3, 06:03:25
Khushdev Pandit, EXIT, 3, 06:03:33
Khushdev Pandit, ENTER, 3, 06:03:37
Mohammed Kaif, EXIT, 3, 06:03:38
Snehal, EXIT, 5, 06:03:49
Thanmayee Matha, EXIT, 3, 06:03:59
Khushdev Pandit, EXIT, 3, 06:04:07
Swaib Ilias Mazumder, EXIT, 5, 06:04:12
Sahil Goyal, EXIT, 1, 06:04:28
Thanmayee Matha, ENTER, 5, 06:04:28
Snehal, ENTER, 3, 06:04:38
Mohammed Kaif, ENTER, 3, 06:04:42
Rishika Jain, EXIT, 5, 06:04:43
Swaib Ilias Mazumder, ENTER, 5, 06:04:46
Shambhavi Sharma, EXIT, 5, 06:04:47
Khushdev Pandit, ENTER, 1, 06:04:48
Khushdev Pandit, EXIT, 5, 06:05:05
Khushdev Pandit, ENTER, 1, 06:05:23
Sumit Kumar, ENTER, 1, 06:05:32
Khushdev Pandit, EXIT, 5, 06:06:03
Swati Jha, EXIT, 1, 06:06:04
Khushdev Pandit, ENTER, 5, 06:06:13
Shambhavi Sharma, ENTER, 1, 06:06:15
Khushdev Pandit, EXIT, 5, 06:06:17
Swatantra kumar nigam, ENTER, 1, 06:06:30
Khushdev Pandit, ENTER, 5, 06:06:39
Khushdev Pandit, EXIT, 5, 06:07:01
Khushdev Pandit, ENTER, 1, 06:07:07
Kartik Gupta, ENTER, 3, 06:07:42
Kartik Gupta, EXIT, 1, 06:07:58
Khushdev Pandit, EXIT, 5, 06:08:17
Rohan Dhar, EXIT, 1, 06:08:18
Mohammed Kaif, EXIT, 1, 06:08:31
Khushdev Pandit, ENTER, 5, 06:08:32
Khushdev Pandit, EXIT, 3, 06:08:34
Gayam Shivakanth Reddy, EXIT, 1, 06:08:34
Khushdev Pandit, ENTER, 1, 06:08:42
Rohan Dhar, ENTER, 1, 06:08:59
Khushdev Pandit, EXIT, 3, 06:09:18
Khushdev Pandit, ENTER, 3, 06:09:25
Khushdev Pandit, EXIT, 5, 06:09:26
Sahil Goyal, ENTER, 5, 06:10:18
Rishabh Oberoi, EXIT, 5, 06:10:43
Vamshi Krishna Vannekala, EXIT, 1, 06:10:53
Sushil Kumar, ENTER, 1, 06:11:00
Param Shah, EXIT, 5, 06:11:09
Sahil Goyal, EXIT, 1, 06:11:11
Vibhor Agarwal, ENTER, 3, 06:11:18
Swati Jha, ENTER, 1, 06:11:27
Khushdev Pandit, ENTER, 3, 06:11:36
Sumit Kumar, EXIT, 3, 06:11:40
Ujjwal Garg, EXIT, 5, 06:11:59
Swaib Ilias Mazumder, EXIT, 5, 06:12:03
Anuj Yadav, EXIT, 1, 06:12:05
Shraman Jain, ENTER, 1, 06:12:07
Thakkar Divyakumar Rameshbhai, ENTER, 5, 06:12:17
Sahil Goyal, ENTER, 5, 06:12:23
Mohammed Kaif, ENTER, 5, 06:12:30
Rishabh Oberoi, ENTER, 5, 06:12:34
Aditya Raj Singh, EXIT, 1, 06:12:34
Khushdev Pandit, EXIT, 3, 06:12:46
Khushdev Pandit, ENTER, 5, 06:12:52
Smiti Singhal, ENTER, 5, 06:13:05
Ayush Srivastava, ENTER, 5, 06:13:19
Yuvraj Singh, ENTER, 5, 06:13:38
Karan Baboota, ENTER, 3, 06:13:39
Khushdev Pandit, EXIT, 3, 06:13:40
Khushdev Pandit, ENTER, 1, 06:14:14
Thakkar Divyakumar Rameshbhai, EXIT, 1, 06:14:17
Khushdev Pandit, EXIT, 5, 06:14:23
Anuj Yadav, ENTER, 5, 06:14:31
Anuj Yadav, EXIT, 5, 06:14:34
Karan Baboota, EXIT, 3, 06:14:42
Rishika Jain, ENTER, 5, 06:14:46
Yuvraj Singh, EXIT, 1, 06:14:51
Ayush Srivastava, EXIT, 5, 06:14:52
Shambhavi Sharma, EXIT, 1, 06:14:52
Smiti Singhal, EXIT, 5, 06:14:53
Khushdev Pandit, ENTER, 3, 06:14:54
Anuj Yadav, ENTER, 1, 06:14:55
Bharat Goyal, ENTER, 5, 06:15:15
Smiti Singhal, ENTER, 3, 06:15:17
Ankita Mahato, ENTER, 3, 06:15:48
Shraman Jain, EXIT, 5, 06:15:48
Khushdev Pandit, EXIT, 3, 06:15:56
Khushdev Pandit, ENTER, 3, 06:16:14
Thakkar Divyakumar Rameshbhai, ENTER, 3, 06:16:22
Swaib Ilias Mazumder, ENTER, 3, 06:16:32
Rishika Jain, EXIT, 3, 06:16:39
Sumit Kumar, ENTER, 3, 06:16:45
Khushdev Pandit, EXIT, 1, 06:16:55
Ayush Srivastava, ENTER, 3, 06:16:57
Thanmayee Matha, EXIT, 1, 06:16:58
Khushdev Pandit, ENTER, 5, 06:17:02
Rishika Jain, ENTER, 1, 06:17:12
Manav Saini, EXIT, 5, 06:17:18
Khushdev Pandit, EXIT, 3, 06:17:31
Khushdev Pandit, ENTER, 1, 06:17:32
Kartik Gupta, ENTER, 3, 06:17:46
Khushdev Pandit, EXIT, 1, 06:17:50
Ujjwal Garg, ENTER, 1, 06:17:56
Swati Jha, EXIT, 5, 06:18:05
Swaib Ilias Mazumder, EXIT, 3, 06:18:15
Thanmayee Matha, ENTER, 1, 06:18:22
Khushdev Pandit, ENTER, 1, 06:18:34
Surbhi Goyal, ENTER, 1, 06:18:45
Ayush Srivastava, EXIT, 3, 06:19:14
Khushdev Pandit, EXIT, 3, 06:19:45
Khushdev Pandit, ENTER, 5, 06:19:46
Gayam Shivakanth Reddy, ENTER, 3, 06:19:56
Ujjwal Garg, EXIT, 1, 06:19:58
Ujjwal Garg, ENTER, 3, 06:19:58
Khushdev Pandit, EXIT, 3, 06:20:00
Swaib Ilias Mazumder, ENTER, 3, 06:20:08
Vibhor Agarwal, EXIT, 3, 06:20:12
Rishika Jain, EXIT, 1, 06:20:13
Swati Jha, ENTER, 3, 06:20:20
Bhavya Jain, EXIT, 3, 06:20:53
Swatantra kumar nigam, EXIT, 3, 06:21:07
Vamshi Krishna Vannekala, ENTER, 1, 06:21:17
Aryan Chaudhary, ENTER, 3, 06:21:26
Vamshi Krishna Vannekala, EXIT, 1, 06:21:32
Khushdev Pandit, ENTER, 3, 06:21:40
Khushdev Pandit, EXIT, 5, 06:22:11
Kartik Gupta, EXIT, 3, 06:22:13
Anuj Yadav, EXIT, 1, 06:22:26
Bhavya Jain, ENTER, 5, 06:22:56
Bharat Goyal, EXIT, 5, 06:22:56
Manas, EXIT, 1, 06:22:58
Khushdev Pandit, ENTER, 5, 06:23:11
Shraman Jain, ENTER, 1, 06:23:14
Khushdev Pandit, EXIT, 5, 06:23:29
Shambhavi Sharma, ENTER, 5, 06:23:30
Manav Saini, ENTER, 3, 06:23:37
Thanmayee Matha, EXIT, 3, 06:23:55
Manas, ENTER, 3, 06:24:15
Manas, EXIT, 1, 06:24:21
Manas, ENTER, 5, 06:24:23
Manas, EXIT, 1, 06:24:35
Rishabh Oberoi, EXIT, 1, 06:24:46
Karan Baboota, ENTER, 5, 06:25:04
Khushdev Pandit, ENTER, 5, 06:25:12
Ujjwal Garg, EXIT, 5, 06:25:15
Shashank Dargar, ENTER, 1, 06:25:55
Smiti Singhal, EXIT, 5, 06:25:59
Thakkar Divyakumar Rameshbhai, EXIT, 5, 06:26:05
Manav Saini, EXIT, 1, 06:26:06
Khushdev Pandit, EXIT, 1, 06:26:12
Khushdev Pandit, ENTER, 5, 06:26:13
Yuvraj Singh, ENTER, 1, 06:26:15
Sumit Kumar, EXIT, 1, 06:26:17
Aryan Chaudhary, EXIT, 5, 06:26:26
Yuvraj Singh, EXIT, 1, 06:26:41
Vibhor Agarwal, ENTER, 3, 06:26:51
Khushdev Pandit, EXIT, 1, 06:26:52
Snehal, EXIT, 1, 06:26:54
Ayush Srivastava, ENTER, 1, 06:27:00
Khushdev Pandit, ENTER, 1, 06:27:03
Rohan Dhar, EXIT, 3, 06:27:16
Khushdev Pandit, EXIT, 3, 06:27:18
Anuj Yadav, ENTER, 3, 06:27:20
Smiti Singhal, ENTER, 5, 06:27:24
Shambhavi Sharma, EXIT, 5, 06:27:27
Rohan Dhar, ENTER, 1, 06:27:30
Manas, ENTER, 5, 06:27:51
Thanmayee Matha, ENTER, 3, 06:28:03
Bhavya Jain, EXIT, 3, 06:28:21
Karan Baboota, EXIT, 3, 06:28:23
Aryan Chaudhary, ENTER, 1, 06:28:31
Bharat Goyal, ENTER, 3, 06:28:56
Gayam Shivakanth Reddy, EXIT, 5, 06:28:58
Vamshi Krishna Vannekala, ENTER, 5, 06:29:00
Anuj Yadav, EXIT, 3, 06:29:20
Shraman Jain, EXIT, 3, 06:29:22
Smiti Singhal, EXIT, 3, 06:29:27
Gayam Shivakanth Reddy, ENTER, 3, 06:29:37
Khushdev Pandit, ENTER, 1, 06:29:44
Swati Jha, EXIT, 1, 06:29:48
Param Shah, ENTER, 3, 06:29:55
Khushdev Pandit, EXIT, 1, 06:29:56
Khushdev Pandit, ENTER, 5, 06:30:13
Shambhavi Sharma, ENTER, 5, 06:30:35
Khushdev Pandit, EXIT, 3, 06:30:46
Mohammed Kaif, EXIT, 5, 06:31:13
Khushdev Pandit, ENTER, 5, 06:31:15
Swatantra kumar nigam, ENTER, 3, 06:31:19
Yuvraj Singh, ENTER, 1, 06:31:32
Rohan Dhar, EXIT, 5, 06:31:39
Param Shah, EXIT, 1, 06:31:42
Gayam Shivakanth Reddy, EXIT, 5, 06:31:53
Anuj Yadav, ENTER, 5, 06:31:56
Sushil Kumar, EXIT, 5, 06:32:16
Yuvraj Singh, EXIT, 5, 06:32:31
Manav Saini, ENTER, 3, 06:32:40
Vibhor Agarwal, EXIT, 3, 06:32:45
Khushdev Pandit, EXIT, 5, 06:32:53
Shraman Jain, ENTER, 3, 06:32:54
Khushdev Pandit, ENTER, 3, 06:32:58
Anuj Yadav, EXIT, 1, 06:33:01
Khushdev Pandit, EXIT, 5, 06:33:14
Param Shah, ENTER, 5, 06:33:14
Yuvraj Singh, ENTER, 3, 06:33:28
Khushdev Pandit, ENTER, 1, 06:33:54
Karan Baboota, ENTER, 5, 06:33:57
Bhavya Jain, ENTER, 3, 06:33:59
Ujjwal Garg, ENTER, 3, 06:34:04
Ayush Srivastava, EXIT, 1, 06:34:08
Sahil Goyal, EXIT, 1, 06:34:22
Karan Baboota, EXIT, 3, 06:34:30
Ayush Srivastava, ENTER, 3, 06:34:32
Sahil Goyal, ENTER, 1, 06:34:33
Ankita Mahato, EXIT, 5, 06:34:34
Kartik Gupta, ENTER, 3, 06:34:34
Manas, EXIT, 5, 06:34:36
Karan Baboota, ENTER, 1, 06:34:43
Aryan Chaudhary, EXIT, 5, 06:34:51
Yuvraj Singh, EXIT, 1, 06:34:59
Ujjwal Garg, EXIT, 1, 06:35:00
Khushdev Pandit, EXIT, 3, 06:35:08
Ayush Srivastava, EXIT, 5, 06:35:15
Khushdev Pandit, ENTER, 1, 06:35:26
Thanmayee Matha, EXIT, 3, 06:35:28
Vibhor Agarwal, ENTER, 3, 06:35:40
Khushdev Pandit, EXIT, 1, 06:35:56
Swati Jha, ENTER, 1, 06:35:58
Khushdev Pandit, ENTER, 5, 06:36:02
Ujjwal Garg, ENTER, 3, 06:36:28
Bharat Goyal, EXIT, 1, 06:36:47
Khushdev Pandit, EXIT, 3, 06:36:48
Shambhavi Sharma, EXIT, 1, 06:36:48
Dhruv Mishra, ENTER, 3, 06:36:55
Bharat Goyal, ENTER, 5, 06:37:08
Shraman Jain, EXIT, 5, 06:37:16
Ujjwal Garg, EXIT, 3, 06:37:23
Mohammed Kaif, ENTER, 5, 06:37:42
Khushdev Pandit, ENTER, 5, 06:37:58
Khushdev Pandit, EXIT, 1, 06:38:14
Manas, ENTER, 5, 06:38:26
Thakkar Divyakumar Rameshbhai, ENTER, 5, 06:39:00
Anuj Yadav, ENTER, 1, 06:39:01
Khushdev Pandit, ENTER, 5, 06:39:10
Aryan Chaudhary, ENTER, 5, 06:39:10
Ujjwal Garg, ENTER, 1, 06:39:36
Karan Baboota, EXIT, 5, 06:39:46
Rishabh Oberoi, ENTER, 1, 06:39:46
Vamshi Krishna Vannekala, EXIT, 5, 06:39:49
Khushdev Pandit, EXIT, 3, 06:39:55
Bharat Goyal, EXIT, 1, 06:39:55
Sahil Goyal, EXIT, 5, 06:39:58
Surbhi Goyal, EXIT, 3, 06:40:08
Karan Baboota, ENTER, 3, 06:40:09
Khushdev Pandit, ENTER, 3, 06:40:37
Khushdev Pandit, EXIT, 3, 06:40:47
Khushdev Pandit, ENTER, 5, 06:40:52
Khushdev Pandit, EXIT, 1, 06:40:56
Gayam Shivakanth Reddy, ENTER, 3, 06:41:00
Thanmayee Matha, ENTER, 5, 06:41:01
Sushil Kumar, ENTER, 3, 06:41:01
Snehal, ENTER, 5, 06:41:03
Manas, EXIT, 5, 06:41:28
Khushdev Pandit, ENTER, 3, 06:41:31
Mohammed Kaif, EXIT, 5, 06:41:35
Aditya Raj Singh, ENTER, 5, 06:41:57
Ankita Mahato, ENTER, 5, 06:41:58
Khushdev Pandit, EXIT, 5, 06:42:05
Smiti Singhal, ENTER, 3, 06:42:14
Bharat Goyal, ENTER, 1, 06:42:16
Thanmayee Matha, EXIT, 3, 06:42:17
Mohammed Kaif, ENTER, 1, 06:42:20
Aditya Raj Singh, EXIT, 5, 06:42:25
Khushdev Pandit, ENTER, 3, 06:42:32
Bhavya Jain, EXIT, 1, 06:42:49
Shashank Dargar, EXIT, 5, 06:42:57
Karan Baboota, EXIT, 1, 06:42:58
Sushil Kumar, EXIT, 1, 06:43:12
Khushdev Pandit, EXIT, 5, 06:43:15
Sahil Goyal, ENTER, 3, 06:43:15
Kartik Gupta, EXIT, 3, 06:43:18
Sahil Goyal, EXIT, 5, 06:43:34
Yuvraj Singh, ENTER, 5, 06:43:35
Swatantra kumar nigam, EXIT, 3, 06:43:40
Ankita Mahato, EXIT, 1, 06:43:46
Manas, ENTER, 1, 06:43:57
Khushdev Pandit, ENTER, 5, 06:44:55
Khushdev Pandit, EXIT, 3, 06:44:57
Aditya Raj Singh, ENTER, 1, 06:45:08
Swatantra kumar nigam, ENTER, 1, 06:45:10
Khushdev Pandit, ENTER, 1, 06:45:34
Shambhavi Sharma, ENTER, 1, 06:45:40
Khushdev Pandit, EXIT, 5, 06:45:44
Rishika Jain, ENTER, 3, 06:45:49
Khushdev Pandit, ENTER, 5, 06:45:54
Thanmayee Matha, ENTER, 5, 06:45:58
Khushdev Pandit, EXIT, 5, 06:46:11
Yuvraj Singh, EXIT, 3, 06:46:12
Sahil Goyal, ENTER, 3, 06:46:13
Gayam Shivakanth Reddy, EXIT, 3, 06:46:19
Sahil Goyal, EXIT, 5, 06:46:27
Khushdev Pandit, ENTER, 1, 06:46:30
Mohammed Kaif, EXIT, 1, 06:46:49
Khushdev Pandit, EXIT, 1, 06:46:56
Rishabh Oberoi, EXIT, 5, 06:47:05
Khushdev Pandit, ENTER, 1, 06:47:39
Manas, EXIT, 3, 06:47:51
Shambhavi Sharma, EXIT, 3, 06:48:05
Anuj Yadav, EXIT, 1, 06:48:24
Khushdev Pandit, EXIT, 3, 06:48:39
Ankita Mahato, ENTER, 3, 06:48:56
Khushdev Pandit, ENTER, 3, 06:49:16
Sushil Kumar, ENTER, 3, 06:49:23
Aditya Raj Singh, EXIT, 1, 06:49:25
Thakkar Divyakumar Rameshbhai, EXIT, 5, 06:49:56
Khushdev Pandit, EXIT, 1, 06:50:00
Khushdev Pandit, ENTER, 5, 06:50:07
